Date time (UTC),Geographic longitude (deg),Geographic latitude (deg),Geomagnetic latitude (deg),Magnetic local time,Solar zenith angle (deg),"Colours, naked eye","Colours, camera",Special forms
2024-05-10 21:05:00+00:00,25.1,54.9,51.5,23.2,105.7,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 05:58:00+00:00,-112.0,41.3,48.6,22.1,117.4,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:00:00+00:00,-122.1,45.6,51.0,21.3,110.4,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 20:30:00+00:00,5.6,45.5,40.2,21.3,104.2,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-10 20:30:00+00:00,6.3,49.4,45.0,21.4,101.7,purple/pink/magenta,purple/pink/magenta,
2024-05-10 20:16:00+00:00,16.3,48.3,44.0,21.7,105.3,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 01:55:00+00:00,-82.9,44.1,53.3,20.7,101.4,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 20:41:00+00:00,24.9,60.2,57.2,22.9,99.5,,"red,green,purple/pink/magenta",
2024-05-11 03:10:00+00:00,-83.4,43.2,52.5,21.9,110.9,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 04:30:00+00:00,-94.0,44.2,53.5,22.2,113.6,,green,
2024-05-11 05:55:00+00:00,-122.6,47.6,52.8,21.1,108.0,purple/pink/magenta,"red,green,blue,purple/pink/magenta",
2024-05-11 01:45:00+00:00,-83.1,42.3,51.6,20.5,100.8,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-10 22:28:00+00:00,25.0,60.2,57.3,0.6,101.8,"blue,purple/pink/magenta","blue,purple/pink/magenta",
2024-05-10 22:30:00+00:00,6.0,45.1,39.7,23.3,115.4,"red,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 02:00:00+00:00,-86.8,38.7,48.3,20.4,102.9,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 22:30:00+00:00,-1.9,52.5,48.9,23.0,106.7,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-10 21:15:00+00:00,-2.6,51.2,47.4,21.7,101.3,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-10 21:30:00+00:00,-0.4,54.3,51.0,22.1,101.2,"red,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:03:00+00:00,-82.7,37.6,47.1,20.8,106.6,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 22:30:00+00:00,-2.2,54.3,51.1,23.0,104.9,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-09 22:11:00+00:00,11.0,49.4,45.1,23.3,111.6,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-12 04:10:00+00:00,-86.4,44.0,53.4,22.6,114.3,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 03:30:00+00:00,-119.0,37.9,44.1,19.2,96.9,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:05:00+00:00,-86.2,43.0,52.5,20.5,101.4,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 03:10:00+00:00,-97.9,36.1,45.5,20.5,108.5,purple/pink/magenta,purple/pink/magenta,
2024-05-11 03:00:00+00:00,-103.3,44.0,52.5,19.9,98.9,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:00:00+00:00,-2.2,51.9,48.1,2.3,105.8,purple/pink/magenta,"green,blue,purple/pink/magenta",
2024-05-11 02:10:00+00:00,-84.4,42.7,52.1,20.8,103.3,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 01:03:00+00:00,-84.8,33.9,43.8,19.7,97.0,"green,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-11 03:17:00+00:00,-89.8,35.4,45.2,21.4,114.7,purple/pink/magenta,purple/pink/magenta,
2024-05-11 02:07:00+00:00,-84.2,42.2,51.6,20.8,103.4,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 01:44:00+00:00,-80.9,35.7,45.2,20.7,105.9,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 22:05:00+00:00,-0.1,51.5,47.7,22.6,106.4,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 04:55:00+00:00,-113.6,53.8,60.4,20.8,100.8,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-11 02:15:00+00:00,-83.3,43.5,52.7,21.0,104.1,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-82.4,43.0,52.2,21.8,110.4,"green,blue,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-11 02:30:00+00:00,-89.2,45.1,54.5,20.7,101.9,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 04:31:00+00:00,-93.1,45.0,54.3,22.3,113.2,,green,
2024-05-11 03:00:00+00:00,-91.5,44.8,54.2,20.9,104.8,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 06:30:00+00:00,174.1,-39.1,-45.5,18.8,103.1,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 02:10:00+00:00,-88.3,40.1,49.7,20.4,102.7,"green,purple/pink/magenta",purple/pink/magenta,
1900-01-01 00:00:00+00:00,-111.4,41.9,,,,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 02:30:00+00:00,-73.7,42.6,50.8,22.1,111.3,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 03:13:00+00:00,-89.4,43.1,52.6,21.3,108.6,"green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 21:30:00+00:00,-2.1,52.6,49.0,22.0,101.9,"green,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-11 02:45:00+00:00,-93.6,46.1,55.4,20.5,100.9,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 06:00:00+00:00,-112.6,39.3,46.6,22.1,119.2,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 02:00:00+00:00,-92.9,44.9,54.2,19.8,95.7,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 22:30:00+00:00,-2.1,52.0,48.2,22.9,107.1,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-11 06:10:00+00:00,-112.8,40.8,48.0,22.2,118.5,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 02:37:00+00:00,-83.3,43.9,53.2,21.3,106.6,"green,blue,purple/pink/magenta","green,blue,purple/pink/magenta",Dunes
2024-05-11 02:03:00+00:00,-83.0,44.0,53.3,20.8,102.3,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 08:20:00+00:00,-122.5,46.5,51.8,23.6,115.4,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 02:20:00+00:00,-71.5,42.2,50.1,22.1,111.4,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 03:46:00+00:00,-94.9,44.1,53.4,21.4,109.1,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 02:15:00+00:00,-83.9,43.6,52.9,20.9,103.7,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 02:00:00+00:00,-83.0,43.5,52.7,20.8,102.3,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:30:00+00:00,-83.4,42.2,51.5,21.2,106.9,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-11 02:25:00+00:00,-93.5,45.0,54.3,20.2,98.9,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 11:56:00+00:00,174.7,-36.8,-43.1,0.2,160.7,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:30:00+00:00,-87.6,41.9,51.4,0.8,119.3,"red,green","red,green",
2024-05-11 02:30:00+00:00,-91.7,47.0,56.3,20.4,99.3,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-11 05:07:00+00:00,-115.3,36.3,43.2,21.1,115.1,purple/pink/magenta,"red,green,blue,purple/pink/magenta",
2024-05-11 02:00:00+00:00,-83.3,42.0,51.4,20.7,103.0,purple/pink/magenta,"green,blue,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-111.6,46.5,53.7,19.1,92.6,"green,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-94.4,39.1,48.6,20.7,107.2,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-11 02:00:00+00:00,-92.4,45.0,54.3,19.9,95.9,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:45:00+00:00,-95.1,47.4,56.4,20.3,99.3,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 02:45:00+00:00,-93.6,45.8,55.0,20.5,101.1,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 05:45:00+00:00,-122.0,47.4,52.7,21.0,107.5,"red,green","red,green",
2024-05-11 01:55:00+00:00,-82.5,43.4,52.7,20.7,101.8,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:37:00+00:00,-97.6,42.8,52.0,20.0,99.5,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-82.4,35.0,44.6,21.8,116.7,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 05:00:00+00:00,-87.9,43.0,52.5,23.2,118.0,"green,purple/pink/magenta","red,green,purple/pink/magenta",STEVE
2024-05-11 02:32:00+00:00,-93.7,45.8,55.1,20.3,99.2,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 05:58:00+00:00,-104.9,41.4,49.8,22.7,119.1,"red,green","red,green",
2024-05-12 02:15:00+00:00,-84.6,45.7,55.0,20.9,101.7,purple/pink/magenta,"red,green,blue,purple/pink/magenta",
2024-05-11 02:15:00+00:00,-89.7,39.8,49.4,20.4,102.8,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-91.8,47.9,57.1,20.9,102.4,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:00:00+00:00,-81.4,44.5,53.6,20.9,102.5,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 03:14:00+00:00,-117.3,48.0,54.2,18.9,90.0,"red,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 02:05:00+00:00,-93.9,41.2,50.7,19.8,97.9,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 02:30:00+00:00,-93.1,45.0,54.3,20.3,99.8,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 20:15:00+00:00,9.1,48.5,44.0,21.3,101.8,"red,purple/pink/magenta","red,purple/pink/magenta",
2024-05-11 04:41:00+00:00,-79.4,43.8,52.7,23.7,117.8,"green,purple/pink/magenta","green,purple/pink/magenta",Dunes
2024-05-11 05:00:00+00:00,-123.1,49.3,54.4,20.2,100.8,purple/pink/magenta,"red,green,blue,purple/pink/magenta",
2024-05-11 04:00:00+00:00,-122.3,37.9,43.5,19.4,99.8,"red,purple/pink/magenta",purple/pink/magenta,
2024-05-11 05:53:00+00:00,-122.7,49.1,54.3,21.1,106.5,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 23:30:00+00:00,7.3,51.6,47.7,0.4,110.2,,"green,blue,purple/pink/magenta",
2024-05-11 05:58:00+00:00,-114.7,43.1,49.9,21.9,114.9,red,"red,green",
2024-05-10 20:30:00+00:00,5.5,51.6,47.7,21.4,99.7,"green,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-107.1,24.8,33.2,19.7,106.6,"red,purple/pink/magenta",purple/pink/magenta,
2024-05-10 23:06:00+00:00,-6.4,53.5,50.3,23.3,106.7,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-10 22:30:00+00:00,-4.1,55.9,53.1,22.9,103.0,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-10 23:00:00+00:00,6.4,52.7,48.9,23.9,109.1,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:45:00+00:00,-89.4,45.7,55.0,20.9,103.3,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-10 21:30:00+00:00,-2.1,52.6,49.0,22.0,101.9,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 20:15:00+00:00,8.8,50.1,45.9,21.3,100.6,"red,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 08:10:00+00:00,-75.5,40.6,49.2,3.5,106.4,"red,purple/pink/magenta","red,purple/pink/magenta",
2024-05-11 02:38:00+00:00,-93.5,45.2,54.4,20.4,100.6,green,"green,purple/pink/magenta",
2024-05-11 02:08:00+00:00,-85.1,43.2,52.6,20.7,102.4,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 02:30:00+00:00,-84.4,42.9,52.3,21.1,105.9,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-11 02:28:00+00:00,-84.8,33.7,43.6,21.0,111.7,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-10 22:30:00+00:00,5.9,52.0,48.1,23.4,108.8,red,"red,green,blue,purple/pink/magenta",
2024-05-11 06:31:00+00:00,172.6,-43.6,-50.3,18.9,103.2,"red,purple/pink/magenta","red,purple/pink/magenta",
2024-05-10 22:35:00+00:00,5.6,52.3,48.6,23.5,108.6,"blue,purple/pink/magenta","blue,purple/pink/magenta",
2024-05-11 02:42:00+00:00,-84.7,42.8,52.1,21.3,107.4,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-11 07:30:00+00:00,-72.0,41.6,49.5,3.2,109.1,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 02:51:00+00:00,-83.2,42.7,52.0,21.6,109.2,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-11 04:00:00+00:00,-84.2,39.6,49.1,22.6,118.5,"red,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 03:06:00+00:00,-84.2,45.6,54.8,21.7,108.2,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 05:45:00+00:00,-112.2,40.2,47.6,21.9,117.5,"red,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-11 04:15:00+00:00,-79.6,44.1,53.1,23.3,116.4,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 02:45:00+00:00,-91.4,47.2,56.4,20.7,101.3,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 22:00:00+00:00,-1.8,51.6,47.8,22.5,105.5,"red,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 05:30:00+00:00,-87.1,41.6,51.1,23.8,120.3,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-11 04:00:00+00:00,-93.5,46.1,55.4,21.7,109.4,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 03:15:00+00:00,-93.4,45.5,54.8,21.0,105.2,"green,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-10 21:55:00+00:00,5.9,51.2,47.2,22.8,107.6,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 05:00:00+00:00,-105.7,40.3,48.7,21.7,115.4,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-11 05:00:00+00:00,-91.0,41.8,51.3,23.0,118.6,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta","Dunes,STEVE"
2024-05-10 21:30:00+00:00,4.5,52.1,48.2,22.3,104.6,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:00:00+00:00,4.1,51.9,48.1,2.6,103.8,"red,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-10 06:30:00+00:00,-114.3,51.1,57.7,22.3,109.7,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-10 00:00:00+00:00,-0.2,52.0,48.3,0.5,110.3,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-11 02:03:00+00:00,-83.1,44.0,53.2,20.8,102.3,purple/pink/magenta,"green,blue,purple/pink/magenta",
2024-05-11 02:15:00+00:00,-77.6,43.0,51.8,21.5,107.3,purple/pink/magenta,"red,green,blue,purple/pink/magenta",
2024-05-11 02:50:00+00:00,-86.3,41.7,51.2,21.3,108.4,"green,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-11 02:10:00+00:00,-88.6,44.8,54.2,20.4,99.7,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 22:05:00+00:00,5.6,52.1,48.3,23.0,107.3,"red,green","red,green,purple/pink/magenta",
2024-05-10 22:10:00+00:00,5.8,50.8,46.7,23.0,108.9,red,"red,green,purple/pink/magenta",
2024-05-11 02:30:00+00:00,-82.5,43.1,52.4,21.3,106.7,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-10 05:30:00+00:00,-93.6,45.1,54.3,23.2,116.5,"red,green,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-83.6,42.8,52.1,21.7,110.0,"red,green",,
2024-05-11 03:00:00+00:00,-93.5,44.8,54.1,20.7,103.7,,"green,blue,purple/pink/magenta",
2024-05-11 10:00:00+00:00,143.6,-38.3,-49.2,20.0,120.1,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:26:00+00:00,-88.3,42.0,51.6,20.7,103.8,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 08:52:00+00:00,-117.7,34.4,40.9,0.6,125.4,"red,purple/pink/magenta","red,blue,purple/pink/magenta",
2024-05-10 04:10:00+00:00,-110.3,24.3,32.3,20.6,117.9,purple/pink/magenta,"red,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-94.4,47.0,56.2,20.7,101.8,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-11 02:30:00+00:00,-95.6,41.8,51.2,20.1,100.3,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-13 06:00:00+00:00,-124.0,49.2,54.1,21.1,106.2,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 03:30:00+00:00,-95.4,30.0,39.8,21.1,117.2,"red,purple/pink/magenta","green,purple/pink/magenta",STEVE
2024-05-11 00:51:00+00:00,5.8,53.0,49.3,1.7,107.1,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-10 22:30:00+00:00,4.6,51.9,48.1,23.3,108.6,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 22:14:00+00:00,6.8,52.3,48.4,23.2,107.9,purple/pink/magenta,purple/pink/magenta,
2024-05-11 02:15:00+00:00,,,,,,purple/pink/magenta,"red,purple/pink/magenta",
2024-05-10 21:47:00+00:00,-1.2,54.6,51.4,22.3,102.1,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 19:30:00+00:00,14.5,46.1,41.3,20.8,100.6,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",SAR arc
2024-05-10 20:00:00+00:00,17.5,50.0,46.0,21.5,102.8,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-10 20:22:00+00:00,14.7,46.3,41.5,21.7,106.8,red,,
2024-05-10 20:46:00+00:00,14.3,46.3,41.5,22.1,109.1,purple/pink/magenta,purple/pink/magenta,
2024-05-10 21:00:00+00:00,15.1,46.4,41.6,22.4,110.6,,red,
2024-05-10 19:24:00+00:00,15.0,46.8,42.2,20.7,99.6,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 22:45:00+00:00,,,,,,"red,purple/pink/magenta",red,
2024-05-10 02:30:00+00:00,-83.1,42.5,51.8,21.2,107.1,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 20:30:00+00:00,24.8,60.2,57.2,22.7,99.0,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-10 20:00:00+00:00,16.1,48.1,43.8,21.4,103.6,"red,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 20:22:00+00:00,13.7,45.5,40.6,21.6,107.0,purple/pink/magenta,red,
2024-05-11 06:30:00+00:00,-123.3,44.2,49.4,21.7,113.7,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",STEVE
2024-05-10 20:30:00+00:00,14.1,46.4,41.6,21.8,107.4,purple/pink/magenta,"red,purple/pink/magenta",
2024-05-10 03:15:00+00:00,-98.1,47.9,56.8,20.5,101.4,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 00:14:00+00:00,14.4,46.0,41.2,1.5,114.0,"red,purple/pink/magenta","red,purple/pink/magenta",
2024-05-10 21:50:00+00:00,-3.3,57.7,55.2,22.3,99.0,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 08:00:00+00:00,-115.6,51.2,57.6,23.7,110.6,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 20:30:00+00:00,11.4,55.8,52.5,21.8,98.9,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 06:00:00+00:00,-122.6,47.7,53.0,21.2,108.4,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 22:10:00+00:00,-0.0,50.9,46.9,22.7,107.3,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:07:00+00:00,-86.4,40.0,49.6,20.6,103.5,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-10 22:00:00+00:00,-5.1,50.2,46.2,22.3,105.5,,"red,green,purple/pink/magenta",
2024-05-11 21:00:00+00:00,-1.2,53.0,49.5,21.5,98.8,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 22:10:00+00:00,-6.4,39.5,31.8,22.2,114.9,red,"red,blue,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-106.8,42.5,50.6,19.6,97.6,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 22:00:00+00:00,-1.6,54.7,51.5,22.5,102.8,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-12 03:05:00+00:00,-110.1,34.8,42.6,19.5,100.1,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 11:30:00+00:00,115.9,-32.0,-43.5,19.2,115.5,"red,purple/pink/magenta","red,green,blue,purple/pink/magenta",SAR arc
2024-05-10 22:00:00+00:00,-4.6,53.3,50.0,22.3,103.1,"red,green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 20:52:00+00:00,6.2,52.9,49.2,21.8,101.0,purple/pink/magenta,"green,blue,purple/pink/magenta",STEVE
2024-05-10 20:50:00+00:00,7.1,50.8,46.7,21.8,103.1,purple/pink/magenta,"green,blue,purple/pink/magenta",
2024-05-10 22:30:00+00:00,6.0,52.4,48.6,23.4,108.4,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-11 07:29:00+00:00,173.1,-41.3,-47.9,19.8,113.9,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-10 22:00:00+00:00,-2.2,52.0,48.3,22.4,105.0,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-10 22:30:00+00:00,23.7,38.0,32.4,0.3,124.0,red,red,
2024-05-11 02:40:00+00:00,-94.6,41.8,51.2,20.3,102.4,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 04:30:00+00:00,-89.5,43.1,52.6,22.6,115.9,green,green,
2024-05-11 08:00:00+00:00,,,,,,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-94.4,46.0,55.2,20.7,102.5,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 22:34:00+00:00,4.6,51.0,46.9,23.4,109.7,purple/pink/magenta,purple/pink/magenta,
2024-05-10 21:00:00+00:00,4.7,52.9,49.2,21.9,101.5,purple/pink/magenta,purple/pink/magenta,
2024-05-10 23:30:00+00:00,-4.1,52.4,48.9,23.8,109.0,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 23:26:00+00:00,6.0,50.8,46.8,0.3,111.2,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",STEVE
2024-05-10 21:00:00+00:00,15.6,46.4,41.7,22.4,110.7,"red,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:45:00+00:00,-94.5,39.1,48.6,20.4,104.9,"red,green,purple/pink/magenta","red,green,purple/pink/magenta","Dunes,STEVE"
2024-05-10 19:40:00+00:00,13.5,44.5,39.3,20.9,102.5,"red,green","red,green,blue,purple/pink/magenta",
2024-05-10 22:40:00+00:00,-7.2,39.4,31.8,22.7,117.6,"red,purple/pink/magenta","red,purple/pink/magenta",
2024-05-10 20:22:00+00:00,15.0,46.5,41.8,21.7,106.8,red,"red,green,blue,purple/pink/magenta",
2024-05-11 04:01:00+00:00,-106.2,52.2,60.0,20.5,99.7,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-11 04:00:00+00:00,-107.0,44.7,52.7,20.5,104.6,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 23:30:00+00:00,-3.1,54.4,51.3,23.9,106.9,purple/pink/magenta,"green,blue,purple/pink/magenta",
2024-05-10 23:30:00+00:00,5.7,52.9,49.2,0.4,109.2,purple/pink/magenta,purple/pink/magenta,
2024-05-10 21:00:00+00:00,-0.3,51.0,47.1,21.6,100.9,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-10 20:00:00+00:00,5.6,44.9,39.4,20.8,100.6,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 22:45:00+00:00,-4.8,52.0,48.5,23.0,107.3,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-10 22:00:00+00:00,-6.5,52.3,48.9,22.2,103.3,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 03:10:00+00:00,-103.2,48.3,56.7,20.0,97.7,"green,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-10 18:30:00+00:00,147.1,-43.0,-53.8,5.0,119.9,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta","Dunes,SAR arc"
2024-05-11 12:30:00+00:00,153.2,-28.1,-37.5,22.9,160.4,purple/pink/magenta,"red,purple/pink/magenta",
2024-05-11 08:30:00+00:00,147.0,-43.2,-54.1,18.8,106.1,"red,green",,STEVE
2024-05-10 18:10:00+00:00,146.8,-41.2,-52.0,4.5,123.9,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-11 09:20:00+00:00,145.1,-37.8,-48.6,19.4,113.4,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta","Dunes,SAR arc"
2024-05-11 08:15:00+00:00,,,,,,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 08:50:00+00:00,147.2,-43.4,-54.3,19.2,109.9,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",STEVE
2024-05-11 10:00:00+00:00,147.5,-43.0,-53.8,20.4,122.8,"red,green","red,green",
