Date time (UTC),Geographic longitude (deg),Geographic latitude (deg),Geomagnetic latitude (deg),Magnetic local time,Solar zenith angle (deg),"Colours, naked eye","Colours, camera",Special forms
2024-05-11 06:17:00+00:00,170.1,-44.3,-51.5,18.5,99.2,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta","STEVE,SAR arc"
2024-05-11 06:00:00+00:00,175.5,-41.0,-47.2,18.5,99.1,"red,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-11 12:00:00+00:00,152.5,-28.1,-37.5,22.4,153.7,green,"red,green",
2024-05-11 06:17:00+00:00,172.4,-43.7,-50.5,18.6,100.6,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-10 18:30:00+00:00,147.2,-41.4,-52.2,4.9,119.9,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 13:25:00+00:00,174.4,-36.8,-43.1,1.5,156.3,"red,green,purple/pink/magenta","red,blue,purple/pink/magenta",SAR arc
2024-05-11 08:18:00+00:00,145.9,-41.7,-52.6,18.5,102.9,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-11 08:00:00+00:00,170.4,-45.9,-53.1,20.3,117.5,"red,green",,
2024-05-11 06:45:00+00:00,171.1,-42.6,-49.6,19.0,104.4,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 09:00:00+00:00,147.3,-43.0,-53.8,19.4,111.7,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",Dunes
2024-05-11 06:40:00+00:00,170.3,-45.8,-53.1,18.9,103.7,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:56:00+00:00,174.9,-41.0,-47.3,19.4,109.0,purple/pink/magenta,"red,purple/pink/magenta",
2024-05-10 21:30:00+00:00,23.8,61.5,58.6,23.6,99.9,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 08:30:00+00:00,147.2,-41.5,-52.2,18.8,106.0,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",Dunes
2024-05-11 08:00:00+00:00,145.5,-38.6,-49.3,18.1,98.4,"red,green,purple/pink/magenta","red,green,purple/pink/magenta","Dunes,STEVE"
2024-05-11 06:20:00+00:00,170.7,-44.9,-52.0,18.6,100.3,"red,green,purple/pink/magenta","red,green,purple/pink/magenta","Dunes,STEVE"
2024-05-11 10:00:00+00:00,148.5,-33.2,-43.3,20.3,124.1,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-11 09:15:00+00:00,147.2,-43.4,-54.3,19.6,114.4,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 11:30:00+00:00,145.0,-37.2,-47.9,21.6,139.0,green,,
2024-05-11 08:38:00+00:00,147.2,-43.1,-54.0,19.0,107.7,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 10:00:00+00:00,146.4,-34.6,-44.9,20.2,122.3,red,"red,green",
2024-05-11 10:40:00+00:00,150.9,-31.1,-40.8,21.1,134.7,purple/pink/magenta,"blue,purple/pink/magenta",
2024-05-11 06:10:00+00:00,173.0,-40.8,-47.5,18.5,99.0,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta","Dunes,STEVE"
2024-05-11 07:00:00+00:00,169.3,-45.5,-53.0,19.2,106.4,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-11 06:09:00+00:00,178.0,-38.6,-44.3,18.7,102.0,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 08:00:00+00:00,147.3,-42.9,-53.7,18.3,100.9,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 13:47:00+00:00,138.5,-34.8,-45.9,23.0,159.3,"red,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 09:30:00+00:00,138.2,-33.4,-44.3,19.0,109.3,"red,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-12 07:00:00+00:00,169.3,-45.2,-52.6,19.2,106.5,purple/pink/magenta,"red,green,blue,purple/pink/magenta",
2024-05-10 21:50:00+00:00,115.8,-32.0,-43.6,5.8,104.1,"red,purple/pink/magenta","red,purple/pink/magenta",
2024-05-11 09:00:00+00:00,147.3,-42.9,-53.7,19.4,111.7,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-11 08:00:00+00:00,145.9,-41.0,-51.9,18.2,99.4,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-11 08:05:00+00:00,147.5,-42.4,-53.2,18.4,101.8,"green,purple/pink/magenta","red,green,purple/pink/magenta",Dunes
2024-05-11 07:20:00+00:00,147.2,-43.4,-54.3,17.7,94.1,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 11:00:00+00:00,147.1,-43.2,-54.0,21.4,133.2,"green,purple/pink/magenta",green,
2024-05-11 09:56:00+00:00,144.3,-36.8,-47.5,20.0,119.8,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 07:30:00+00:00,175.3,-37.8,-43.9,19.9,115.5,red,"red,green,purple/pink/magenta",
2024-05-11 06:00:00+00:00,170.5,-44.0,-51.2,18.2,96.5,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:30:00+00:00,170.5,-45.9,-53.1,18.8,102.1,"green,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-11 08:00:00+00:00,147.2,-43.4,-54.3,18.3,101.0,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-11 10:00:00+00:00,147.7,-35.9,-46.3,20.3,123.4,,red,
2024-05-11 08:45:00+00:00,172.7,-43.2,-50.0,21.1,127.5,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-10 18:00:00+00:00,148.1,-42.1,-52.8,4.4,124.7,"red,green,purple/pink/magenta","red,green,purple/pink/magenta","Dunes,STEVE"
2024-05-11 06:30:00+00:00,169.2,-44.7,-52.1,18.6,100.9,"red,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-11 11:30:00+00:00,145.2,-37.7,-48.4,21.6,138.9,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 10:00:00+00:00,151.2,-33.9,-43.8,20.5,126.4,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 07:00:00+00:00,170.5,-45.9,-53.1,19.3,107.2,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:15:00+00:00,170.6,-45.7,-52.9,18.5,99.6,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-10 15:00:00+00:00,147.4,-43.0,-53.8,0.9,152.5,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 07:09:00+00:00,173.5,-35.4,-41.8,19.3,109.6,"red,purple/pink/magenta","red,purple/pink/magenta",
2024-05-12 11:50:00+00:00,144.9,-37.8,-48.6,21.9,142.6,"red,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 08:00:00+00:00,176.8,-39.6,-45.5,20.5,122.6,"red,blue,purple/pink/magenta","red,blue,purple/pink/magenta",STEVE
2024-05-11 06:00:00+00:00,174.8,-41.4,-47.7,18.5,98.7,"red,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 08:45:00+00:00,148.3,-42.1,-52.8,19.2,109.7,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-11 10:30:00+00:00,144.9,-37.8,-48.6,20.6,127.1,"red,green","red,green",
2024-05-11 06:00:00+00:00,170.8,-45.1,-52.2,18.3,97.1,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta","Dunes,STEVE"
2024-05-11 11:00:00+00:00,147.2,-43.4,-54.3,21.4,133.3,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 10:30:00+00:00,147.3,-43.0,-53.8,20.9,128.1,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 08:55:00+00:00,146.4,-41.6,-52.4,19.2,110.0,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-11 11:30:00+00:00,144.0,-37.4,-48.2,21.5,138.1,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:15:00+00:00,170.1,-44.3,-51.5,18.4,98.8,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta","Dunes,STEVE"
2024-05-11 08:33:00+00:00,147.3,-42.8,-53.7,18.9,106.8,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-11 06:30:00+00:00,172.7,-43.3,-50.1,18.9,103.1,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 06:15:00+00:00,173.3,-41.3,-47.9,18.6,100.3,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",STEVE
2024-05-11 10:00:00+00:00,153.0,-26.5,-35.8,20.5,127.8,red,red,
2024-05-11 07:00:00+00:00,172.6,-43.5,-50.3,19.4,108.4,"red,green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 11:20:00+00:00,138.5,-34.9,-46.0,20.8,132.3,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-11 08:17:00+00:00,171.9,-41.5,-48.4,20.5,122.0,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 10:00:00+00:00,147.2,-43.4,-54.3,20.4,122.6,purple/pink/magenta,"green,blue,purple/pink/magenta",
2024-05-11 08:30:00+00:00,172.6,-43.5,-50.3,20.9,124.7,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 10:00:00+00:00,147.2,-41.4,-52.2,20.3,122.7,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 10:39:00+00:00,152.9,-26.7,-36.0,21.2,136.4,,red,
2024-05-11 09:40:00+00:00,138.5,-35.2,-46.4,19.2,111.8,"red,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 08:45:00+00:00,172.6,-43.3,-50.1,21.1,127.4,"red,green","red,green",
2024-05-11 11:24:00+00:00,115.7,-33.3,-45.1,19.1,114.3,"red,purple/pink/magenta","red,purple/pink/magenta",
2024-05-11 07:15:00+00:00,175.6,-38.0,-44.1,19.6,112.9,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:52:00+00:00,172.9,-43.9,-50.6,19.3,107.2,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 06:50:00+00:00,170.5,-45.9,-53.1,19.1,105.5,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-11 10:00:00+00:00,146.4,-41.2,-52.0,20.3,122.1,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 07:30:00+00:00,144.5,-38.3,-49.1,17.5,92.0,"red,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-10 22:50:00+00:00,-1.4,46.2,41.0,23.2,113.8,purple/pink/magenta,"red,green,blue,purple/pink/magenta",
2024-05-11 06:30:00+00:00,168.0,-46.1,-53.8,18.6,100.5,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:15:00+00:00,176.3,-37.7,-43.7,18.7,101.6,purple/pink/magenta,purple/pink/magenta,
2024-05-10 19:00:00+00:00,137.9,-34.4,-45.5,4.6,121.3,"red,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 06:15:00+00:00,175.4,-40.2,-46.3,18.7,101.5,"red,purple/pink/magenta","red,green,purple/pink/magenta",STEVE
2024-05-11 08:30:00+00:00,,,,,,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:15:00+00:00,174.9,-37.2,-43.4,18.6,100.4,"red,purple/pink/magenta","red,purple/pink/magenta",
2024-05-11 06:30:00+00:00,174.7,-36.8,-43.0,18.8,103.1,red,red,
2024-05-11 07:25:00+00:00,167.7,-45.4,-53.1,19.5,109.6,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-11 08:37:00+00:00,138.6,-35.1,-46.2,18.1,99.3,"red,green,purple/pink/magenta","red,purple/pink/magenta",
2024-05-11 06:30:00+00:00,171.2,-44.4,-51.4,18.8,102.3,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",STEVE
2024-05-11 08:09:00+00:00,146.0,-42.8,-53.8,18.4,101.6,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-11 08:46:00+00:00,147.2,-43.4,-54.3,19.1,109.2,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 10:00:00+00:00,172.7,-43.6,-50.4,22.4,140.2,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 06:00:00+00:00,172.7,-43.6,-50.4,18.4,97.9,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 06:20:00+00:00,172.3,-43.8,-50.6,18.7,101.1,"red,green",,STEVE
2024-05-11 09:40:00+00:00,142.1,-34.2,-45.0,19.5,114.7,purple/pink/magenta,"red,purple/pink/magenta",
2024-05-11 09:30:00+00:00,147.1,-41.4,-52.2,19.8,117.1,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 09:15:00+00:00,147.1,-41.4,-52.2,19.6,114.3,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 08:00:00+00:00,147.1,-43.0,-53.9,18.3,100.8,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",STEVE
2024-05-11 09:30:00+00:00,147.2,-43.4,-54.3,19.9,117.2,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:45:00+00:00,172.9,-43.9,-50.6,19.1,106.0,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 11:30:00+00:00,141.6,-36.7,-47.7,21.3,136.4,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 09:10:00+00:00,147.8,-43.2,-54.0,19.6,113.8,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-10 22:30:00+00:00,8.0,49.4,45.0,23.5,111.6,,,
2024-05-11 06:00:00+00:00,172.6,-43.8,-50.5,18.4,97.8,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta","Dunes,STEVE"
2024-05-11 07:00:00+00:00,175.5,-37.5,-43.6,19.4,109.7,"red,purple/pink/magenta","red,green,purple/pink/magenta",STEVE
2024-05-11 06:50:00+00:00,175.5,-37.9,-44.0,19.2,107.8,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-11 07:30:00+00:00,174.8,-36.8,-43.1,19.8,115.0,"red,purple/pink/magenta","red,purple/pink/magenta",Dunes
2024-05-11 08:27:00+00:00,147.4,-43.0,-53.9,18.8,105.8,"green,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-11 09:20:00+00:00,147.3,-42.9,-53.7,19.7,115.4,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 11:00:00+00:00,172.9,-43.9,-50.6,23.4,148.7,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 08:15:00+00:00,147.3,-42.9,-53.7,18.6,103.6,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:15:00+00:00,175.4,-40.3,-46.5,18.7,101.6,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta","STEVE,SAR arc"
2024-05-11 10:44:00+00:00,147.3,-42.8,-53.7,21.1,130.6,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 11:25:00+00:00,145.3,-38.2,-49.0,21.5,138.0,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 22:35:00+00:00,5.3,43.6,37.8,23.3,116.9,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-12 11:00:00+00:00,151.4,-33.5,-43.3,21.5,139.1,green,green,
2024-05-11 08:00:00+00:00,146.7,-41.5,-52.4,18.2,100.1,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta","Dunes,STEVE"
2024-05-11 08:00:00+00:00,147.3,-42.9,-53.7,18.3,100.9,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",Dunes
2024-05-10 21:50:00+00:00,2.9,48.9,44.5,22.5,108.4,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:45:00+00:00,172.4,-43.7,-50.5,19.1,105.6,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-11 06:08:00+00:00,170.5,-45.9,-53.1,18.4,98.4,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 07:55:00+00:00,170.4,-45.9,-53.1,20.2,116.7,"green,blue,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-11 07:00:00+00:00,170.6,-45.9,-53.1,19.3,107.3,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",Dunes
2024-05-11 06:30:00+00:00,170.5,-45.9,-53.1,18.8,102.1,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 08:18:00+00:00,170.6,-45.9,-53.1,20.6,120.9,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 08:00:00+00:00,147.3,-42.9,-53.7,18.3,100.9,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-11 08:00:00+00:00,170.3,-46.0,-53.2,20.3,117.5,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 08:00:00+00:00,170.4,-45.9,-53.1,20.3,117.6,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-11 07:00:00+00:00,172.6,-43.6,-50.3,19.3,108.4,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 06:45:00+00:00,171.8,-43.9,-50.8,19.1,105.2,red,,
2024-05-11 02:45:00+00:00,-80.6,40.2,49.5,21.7,111.7,purple/pink/magenta,purple/pink/magenta,
2024-05-11 07:57:00+00:00,147.3,-43.0,-53.9,18.3,100.4,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",STEVE
2024-05-11 09:00:00+00:00,145.1,-37.7,-48.4,19.1,109.5,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-09 23:30:00+00:00,6.1,49.6,45.3,0.3,112.7,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-10 21:30:00+00:00,-1.5,48.6,44.1,21.9,105.3,"red,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 09:00:00+00:00,138.9,-35.0,-46.1,18.5,104.1,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-10 17:50:00+00:00,147.8,-43.1,-53.9,4.3,126.6,"red,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-10 21:00:00+00:00,3.6,51.5,47.5,21.8,102.1,"red,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 21:30:00+00:00,17.6,59.9,56.9,23.2,100.4,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-12 06:30:00+00:00,168.7,-45.0,-52.6,18.6,100.8,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",Dunes
2024-05-10 20:15:00+00:00,12.8,50.9,46.9,21.5,101.7,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 03:08:00+00:00,-98.5,29.6,39.1,20.5,111.9,,red,
2024-05-10 21:45:00+00:00,-1.6,51.0,47.0,22.2,104.8,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-10 18:00:00+00:00,115.8,40.3,36.0,1.9,116.7,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-11 02:05:00+00:00,-90.6,38.8,48.4,20.1,101.3,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 00:00:00+00:00,-3.5,47.8,43.0,0.3,114.3,"red,purple/pink/magenta","red,purple/pink/magenta",
2024-05-11 04:00:00+00:00,-91.5,41.7,51.2,21.9,114.0,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 22:00:00+00:00,1.1,53.0,49.4,22.6,105.1,red,,
2024-05-11 06:00:00+00:00,-89.4,43.1,52.6,0.1,118.9,"red,green","red,green",
2024-05-10 20:58:00+00:00,8.7,46.9,42.0,22.0,107.6,purple/pink/magenta,"red,green,blue,purple/pink/magenta",
2024-05-10 19:20:00+00:00,11.0,49.6,45.3,20.5,95.3,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 04:40:00+00:00,-118.0,36.1,42.6,20.4,109.9,red,"red,green,purple/pink/magenta",
2024-05-10 21:50:00+00:00,-6.6,55.0,52.2,22.1,100.2,purple/pink/magenta,"red,green,blue,purple/pink/magenta",
2024-05-11 07:45:00+00:00,-122.4,47.7,53.0,23.0,114.1,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 06:45:00+00:00,-90.0,42.3,51.8,0.8,118.6,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 22:30:00+00:00,-2.6,52.8,49.3,22.9,106.2,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 20:30:00+00:00,4.6,52.6,48.9,21.4,98.6,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 07:00:00+00:00,-93.7,44.9,54.1,0.7,116.1,"red,green","red,green",
2024-05-12 03:00:00+00:00,-94.8,37.5,47.1,20.6,107.7,"red,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:26:00+00:00,-121.4,47.4,52.9,21.7,111.1,purple/pink/magenta,"green,blue,purple/pink/magenta",
2024-05-11 02:32:00+00:00,-71.1,42.4,50.2,22.4,112.7,purple/pink/magenta,"red,green,blue,purple/pink/magenta",
2024-05-10 22:30:00+00:00,3.3,42.3,36.0,23.1,117.4,"red,purple/pink/magenta","red,purple/pink/magenta",
2024-05-11 02:00:00+00:00,-79.6,39.7,48.8,21.1,106.6,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-10 20:30:00+00:00,8.6,47.4,42.7,21.5,104.1,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 20:15:00+00:00,12.9,49.1,44.8,21.5,103.1,purple/pink/magenta,"green,blue,purple/pink/magenta",
2024-05-09 22:30:00+00:00,3.2,42.0,35.7,23.1,117.9,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-11 02:00:00+00:00,-86.3,41.7,51.2,20.5,101.5,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 20:23:00+00:00,16.4,48.2,43.9,21.9,106.1,"red,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:50:00+00:00,5.3,51.6,47.7,3.5,98.5,"red,purple/pink/magenta",purple/pink/magenta,
2024-05-10 21:30:00+00:00,7.0,47.1,42.3,22.4,109.7,"red,purple/pink/magenta",purple/pink/magenta,
2024-05-11 03:45:00+00:00,-116.1,52.5,58.8,19.4,93.1,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 01:30:00+00:00,-84.1,34.2,44.0,20.2,102.2,"red,purple/pink/magenta","red,purple/pink/magenta",
2024-05-10 22:00:00+00:00,-2.8,54.0,50.8,22.5,103.0,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 03:20:00+00:00,-80.6,28.2,38.1,22.2,125.7,purple/pink/magenta,purple/pink/magenta,
2024-05-11 03:10:00+00:00,-71.6,42.8,50.6,22.9,115.6,,purple/pink/magenta,
2024-05-11 01:42:00+00:00,-86.7,34.8,44.7,20.1,102.2,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-11 02:16:00+00:00,-82.9,42.4,51.8,21.0,105.2,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-11 10:00:00+00:00,150.7,-33.8,-43.8,20.5,125.9,purple/pink/magenta,purple/pink/magenta,
2024-05-11 08:20:00+00:00,-75.4,40.1,48.7,3.7,105.2,purple/pink/magenta,purple/pink/magenta,
2024-05-11 01:00:00+00:00,-70.8,42.8,50.5,20.9,101.0,"red,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:30:00+00:00,-117.1,32.8,39.4,22.3,126.2,"red,blue,purple/pink/magenta","red,blue,purple/pink/magenta",
2024-05-11 03:03:00+00:00,-80.9,43.7,52.8,22.0,110.8,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 01:50:00+00:00,-83.0,42.2,51.6,20.6,101.6,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 06:21:00+00:00,-121.4,36.8,42.6,21.8,120.2,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-11 02:10:00+00:00,-71.0,42.6,50.3,22.0,110.3,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 07:15:00+00:00,-113.1,37.7,44.9,23.3,124.2,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 06:00:00+00:00,-104.6,39.9,48.4,22.7,120.7,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 20:30:00+00:00,11.5,48.2,43.7,21.7,104.8,"red,green","red,green",Dunes
2024-05-11 02:31:00+00:00,-92.6,42.5,51.9,20.4,101.8,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 03:20:00+00:00,-80.6,26.3,36.4,22.2,127.1,purple/pink/magenta,"red,purple/pink/magenta",
2024-05-11 04:00:00+00:00,-80.6,35.0,44.5,22.9,123.8,red,,
2024-05-10 20:40:00+00:00,27.6,53.8,50.5,22.9,105.9,"green,blue,purple/pink/magenta","green,blue,purple/pink/magenta","Dunes,STEVE"
2024-05-11 06:48:00+00:00,-77.0,42.9,51.6,2.0,114.6,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-10 21:56:00+00:00,5.6,52.3,48.5,22.8,106.6,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-11 08:00:00+00:00,144.1,-38.0,-48.8,18.0,97.2,"red,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-08 22:00:00+00:00,15.9,-19.4,-30.7,23.2,167.3,red,red,
2024-05-11 02:45:00+00:00,-96.0,33.8,43.4,20.3,107.1,red,"red,purple/pink/magenta",
2024-05-11 03:30:00+00:00,-106.7,41.4,49.5,20.1,102.9,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 04:30:00+00:00,-114.0,51.3,58.0,20.3,100.1,green,"green,purple/pink/magenta",
2024-05-10 22:09:00+00:00,11.9,54.5,51.1,23.4,106.4,"red,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 03:03:00+00:00,-78.0,43.4,52.2,22.2,112.3,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:48:00+00:00,-93.4,44.8,54.1,20.6,102.2,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 05:00:00+00:00,-93.6,44.4,53.7,22.7,115.8,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-10 05:30:00+00:00,-92.9,45.4,54.7,23.3,116.2,green,green,
2024-05-11 08:00:00+00:00,-111.7,53.7,60.7,24.0,107.8,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 05:45:00+00:00,-114.0,50.9,57.6,21.6,107.2,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 06:30:00+00:00,-110.7,50.0,57.3,22.6,111.1,"red,green,purple/pink/magenta","green,purple/pink/magenta",
